Player,Nation,Squad,Position,Age,Minutes,Matches played,Starts,Goals,Assists,Yellow cards,Red cards,Expected: xG,Expected: xAG,Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90: Gls,Per 90: Ast,Per 90: xG,Per 90: xGA,Performance: GA90,Performance: Save%,Performance: CS%,Penalty Kicks: Save%,Standard: SoT%,Standard: SoT/90,Standard: G/Sh,Standard: Dist,Total: Cmp,Total: Cmp%,Total: TotDist,Short: Cmp%,Medium: Cmp%,Long: Cmp%,Expected: KP,Expected: 1/3,Expected: PPA,Expected: CrsPA,SCA,SCA90,GCA,GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches Att 3rd,Touches Att Pen,TakeOns: Att,TakeOns: Succ%,TakeOns: Tkld%,Carries: Carries,Carries: PrgDist,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerials: Won,Aerials: Lost,Aerials: Won%
Diogo Jota,POR,Liverpool,FW,28,"1,154",24,14,6,3,2,0,7.5,1.8,36,33,86,0.47,0.23,0.59,N/a,N/a,N/a,N/a,N/a,27.1,1.01,0.13,12.3,205,69.7,750,76.2,75.0,61.9,11,29,3,1,35,2.73,9,0.70,14,8,N/a,12,9,0,9,7,459,5,30,190,246,93,N/a,N/a,59.4,251,754,21,20,N/a,N/a,317,22,14,1,8,40,22,30,42.3
Diogo Dalot,POR,Manchester Utd,DF,26,"2,788",32,31,0,3,5,0,2.0,2.0,62,102,164,0.00,0.10,0.06,N/a,N/a,N/a,N/a,N/a,21.7,0.16,0.00,15.6,1336,80.5,6609,89.9,81.9,55.4,26,61,25,8,74,2.39,5,0.16,67,39,N/a,18,22,9,13,37,1965,113,658,767,557,66,N/a,N/a,41.5,1111,2684,37,16,N/a,N/a,1186,40,9,4,65,164,38,21,64.4
Djed Spence,ENG,Tottenham,DF,24,"1,604",22,17,1,2,4,1,0.6,1.8,56,100,70,0.06,0.11,0.03,N/a,N/a,N/a,N/a,N/a,30.0,0.17,0.10,23.9,923,85.5,3957,93.7,85.8,51.7,11,74,18,8,28,1.57,5,0.28,40,30,N/a,7,24,9,15,18,1316,72,448,600,288,25,N/a,N/a,40.6,741,2372,41,7,N/a,N/a,812,20,23,2,25,101,20,13,60.6
Dominic Calvert-Lewin,ENG,Everton,FW,28,"1,588",23,19,3,1,2,0,6.2,0.6,22,19,107,0.17,0.06,0.35,N/a,N/a,N/a,N/a,N/a,36.2,0.96,0.06,12.3,177,62.8,488,69.9,59.0,37.5,7,19,5,1,25,1.42,4,0.23,9,7,N/a,4,6,2,4,6,499,22,39,208,257,83,N/a,N/a,52.0,272,444,8,16,N/a,N/a,407,27,23,27,6,32,84,80,51.2
Dominic Solanke,ENG,Tottenham,FW,27,"2,119",25,24,8,3,0,0,10.1,2.9,29,45,88,0.34,0.13,0.43,N/a,N/a,N/a,N/a,N/a,40.7,1.02,0.14,12.1,250,71.0,914,76.1,77.1,66.7,14,27,9,0,37,1.57,8,0.34,18,11,N/a,10,18,7,11,0,636,31,68,290,284,111,N/a,N/a,62.0,374,803,21,14,N/a,N/a,448,36,36,5,4,37,44,59,42.7
Dominik Szoboszlai,HUN,Liverpool,MF,24,"2,279",33,26,5,5,6,0,7.1,6.2,65,118,120,0.20,0.20,0.28,N/a,N/a,N/a,N/a,N/a,32.3,0.79,0.08,18.5,1029,84.6,3194,89.2,88.3,72.2,51,80,31,5,108,4.27,14,0.55,31,20,N/a,24,36,4,32,9,1450,24,188,704,576,96,N/a,N/a,37.1,740,2119,46,17,N/a,N/a,991,37,23,4,34,122,18,22,45.0
Donyell Malen,NED,Aston Villa,FW,26,293,12,2,3,0,0,0,2.2,0.1,11,5,25,0.92,0.00,0.66,N/a,N/a,N/a,N/a,N/a,60.0,2.76,0.20,15.2,48,69.6,124,83.3,72.2,50.0,2,2,1,0,5,1.53,0,0.00,7,4,N/a,3,1,0,1,0,120,2,8,32,86,23,N/a,N/a,50.0,71,312,6,7,N/a,N/a,79,1,4,2,7,8,4,4,50.0
Dwight McNeil,ENG,Everton,"MF,FW",25,"1,262",18,14,4,4,1,0,1.1,3.8,35,63,74,0.29,0.29,0.08,N/a,N/a,N/a,N/a,N/a,40.0,0.71,0.16,21.9,420,73.7,2568,86.7,81.8,52.3,33,38,33,10,63,4.49,7,0.50,11,6,N/a,11,7,0,7,5,688,4,67,298,339,24,N/a,N/a,45.0,406,1041,30,5,N/a,N/a,468,6,14,1,97,71,3,15,16.7
Eberechi Eze,ENG,Crystal Palace,"MF,FW",26,"2,427",31,29,5,8,1,0,9.1,5.2,67,89,143,0.19,0.30,0.34,N/a,N/a,N/a,N/a,N/a,25.3,0.89,0.04,21.6,735,74.5,3261,84.3,83.5,44.9,54,47,35,4,125,4.64,9,0.33,37,22,N/a,18,27,0,27,11,1336,15,177,628,564,89,N/a,N/a,44.6,794,2262,45,21,N/a,N/a,862,11,49,9,103,133,7,37,15.9
Eddie Nketiah,ENG,Crystal Palace,"FW,MF",25,895,26,8,1,1,6,1,4.5,1.6,38,17,68,0.10,0.10,0.45,N/a,N/a,N/a,N/a,N/a,31.6,1.21,0.03,14.2,166,74.4,511,79.5,80.9,70.6,12,11,4,0,27,2.71,2,0.20,13,6,N/a,6,10,1,9,2,368,10,40,155,180,61,N/a,N/a,31.6,217,815,22,13,N/a,N/a,264,26,24,4,5,22,18,32,36.0
Ederson,BRA,Manchester City,GK,31,"2,050",23,23,0,4,3,0,0.0,1.5,0,1,0,0.00,0.18,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,730,88.2,11813,100.0,98.4,66.3,4,20,1,0,6,0.26,4,0.18,0,0,N/a,2,0,0,0,1,875,619,866,9,0,0,N/a,N/a,N/a,590,1732,0,0,N/a,N/a,560,1,0,0,0,38,4,1,80.0
Edmond-Paris Maghoma,ENG,Brentford,"MF,FW",24,119,8,0,0,0,0,0,0.1,0.1,4,13,4,0.00,0.00,0.09,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.8,76,90.5,343,95.0,93.5,85.7,1,2,0,0,4,3.03,1,0.76,2,1,N/a,2,2,2,0,1,101,2,18,58,27,4,N/a,N/a,25.0,68,221,3,1,N/a,N/a,75,2,4,0,3,7,1,3,25.0
Edson Álvarez,MEX,West Ham,MF,27,"1,633",25,19,0,1,8,1,0.3,0.8,21,75,18,0.00,0.06,0.02,N/a,N/a,N/a,N/a,N/a,9.1,0.06,0.00,26.7,763,85.7,3657,88.8,89.7,73.5,11,80,11,3,25,1.38,2,0.11,44,23,N/a,18,21,8,13,16,1101,61,323,612,174,12,N/a,N/a,38.7,603,1528,20,2,N/a,N/a,734,37,18,4,6,78,28,20,58.3
Elliot Anderson,ENG,Nott'ham Forest,MF,22,"2,467",34,30,2,6,7,0,1.9,3.1,46,128,87,0.07,0.22,0.07,N/a,N/a,N/a,N/a,N/a,18.9,0.26,0.05,19.4,949,77.6,5277,89.1,80.3,45.7,34,105,19,2,78,2.85,10,0.36,84,52,N/a,57,44,9,35,30,1630,95,388,775,496,62,N/a,N/a,39.7,820,2094,31,19,N/a,N/a,956,43,55,4,78,197,47,23,67.1
Emerson Palmieri,ITA,West Ham,DF,30,"2,105",30,26,2,1,5,0,2.0,1.5,47,66,83,0.09,0.04,0.08,N/a,N/a,N/a,N/a,N/a,43.8,0.30,0.13,19.0,859,79.9,4536,89.7,81.3,42.2,16,51,13,5,41,1.75,2,0.09,60,31,N/a,21,32,8,24,21,1323,82,422,557,359,28,N/a,N/a,56.7,553,1736,25,9,N/a,N/a,745,25,13,0,64,84,18,20,47.4
Emi Buendía,ARG,Aston Villa,"MF,FW",28,98,12,0,0,0,1,0,0.7,0.0,3,7,6,0.00,0.00,0.60,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.1,49,81.7,166,91.7,85.7,20.0,1,4,1,0,3,2.76,0,0.00,6,6,N/a,5,5,1,4,0,82,0,17,35,31,3,N/a,N/a,100.0,53,119,5,0,N/a,N/a,64,4,6,0,0,8,0,2,0.0
Emil Krafth,SWE,Newcastle Utd,DF,30,289,10,2,0,0,0,0,0.0,0.1,3,7,1,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.6,104,80.0,734,81.7,86.8,50.0,1,6,0,0,3,0.93,0,0.00,4,2,N/a,1,5,4,1,2,164,30,87,59,19,4,N/a,N/a,100.0,72,133,3,0,N/a,N/a,85,3,1,0,1,17,5,7,41.7
Emile Smith Rowe,ENG,Fulham,MF,24,"1,886",31,23,6,2,2,0,4.4,1.1,50,120,115,0.29,0.10,0.21,N/a,N/a,N/a,N/a,N/a,28.6,0.48,0.17,15.6,844,90.1,2312,92.1,95.4,70.4,18,76,15,1,65,3.10,11,0.52,31,18,N/a,16,20,2,18,11,1128,20,155,534,449,55,N/a,N/a,45.5,734,1838,38,11,N/a,N/a,867,18,12,4,13,69,6,17,26.1
Emiliano Martínez,ARG,Aston Villa,GK,32,"2,970",34,34,0,0,4,0,0.0,0.5,0,4,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,1018,79.1,16192,97.8,98.2,50.1,2,24,0,0,6,0.18,1,0.03,3,3,N/a,0,1,0,1,0,1348,1015,1329,19,0,0,N/a,N/a,0.0,820,2626,0,0,N/a,N/a,738,1,5,0,0,29,8,1,88.9
Emmanuel Agbadou,CIV,Wolves,DF,27,"1,140",13,13,0,0,2,0,0.3,0.2,3,22,1,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,16.7,0.08,0.00,31.8,663,85.0,4751,91.7,92.7,61.0,4,26,1,0,15,1.18,2,0.16,27,18,N/a,6,16,12,4,9,924,155,527,381,22,5,N/a,N/a,20.0,572,1230,3,0,N/a,N/a,615,5,4,1,1,66,22,16,57.9
Enes Ünal,TUR,Bournemouth,"FW,MF",27,345,17,2,2,1,2,0,2.7,0.4,4,12,22,0.52,0.26,0.72,N/a,N/a,N/a,N/a,N/a,35.0,1.83,0.10,14.6,63,63.6,192,76.9,60.7,0.0,4,4,4,0,9,2.35,3,0.78,1,0,N/a,3,1,0,1,0,172,6,14,63,95,26,N/a,N/a,83.3,91,95,3,1,N/a,N/a,133,6,9,1,4,16,24,22,52.2
Enzo Fernández,ARG,Chelsea,MF,24,"2,677",33,29,6,7,7,0,6.0,6.5,57,199,116,0.20,0.24,0.20,N/a,N/a,N/a,N/a,N/a,37.3,0.64,0.12,18.2,1429,80.0,7117,89.0,85.0,58.0,73,156,39,7,141,4.74,16,0.54,63,32,N/a,52,36,7,29,13,2070,36,327,1049,708,76,N/a,N/a,39.1,1135,2574,53,8,N/a,N/a,1520,47,48,1,105,147,14,28,33.3
Erling Haaland,NOR,Manchester City,FW,24,"2,480",28,28,21,3,2,0,20.8,2.8,19,18,103,0.76,0.11,0.76,N/a,N/a,N/a,N/a,N/a,54.5,1.96,0.19,12.2,225,66.0,532,70.6,66.7,66.7,26,9,7,1,62,2.25,9,0.33,9,5,N/a,4,11,1,10,5,578,22,39,200,344,170,N/a,N/a,59.4,272,478,14,19,N/a,N/a,427,22,12,4,3,29,49,45,52.1
Ethan Nwaneri,ENG,Arsenal,"FW,MF",18,821,25,10,4,2,1,0,1.1,1.0,44,30,102,0.44,0.22,0.12,N/a,N/a,N/a,N/a,N/a,36.4,0.88,0.18,18.2,307,80.2,1147,91.9,76.9,51.4,12,16,13,6,22,2.41,3,0.33,11,7,N/a,11,8,2,6,2,496,3,43,160,298,40,N/a,N/a,30.9,334,1243,23,16,N/a,N/a,362,8,5,6,51,33,4,7,36.4
Ethan Pinnock,JAM,Brentford,DF,31,"1,913",22,21,2,0,2,0,1.1,1.2,3,41,9,0.09,0.00,0.05,N/a,N/a,N/a,N/a,N/a,60.0,0.28,0.20,11.1,924,85.6,6094,94.2,89.4,57.9,8,48,4,1,21,0.99,0,0.00,35,19,N/a,11,29,18,11,24,1348,294,783,457,109,24,N/a,N/a,66.7,633,1633,4,0,N/a,N/a,760,8,4,0,9,50,63,43,59.4
Evan Ferguson,IRL,Brighton,FW,20,246,13,2,1,0,0,0,0.5,0.4,2,1,9,0.37,0.00,0.20,N/a,N/a,N/a,N/a,N/a,20.0,0.58,0.00,17.2,28,75.7,21,80.8,71.4,50.0,2,1,0,0,4,2.31,0,0.00,3,1,N/a,0,2,1,1,1,66,1,6,30,31,10,N/a,N/a,40.0,31,41,1,1,N/a,N/a,42,1,2,0,0,8,5,10,33.3
Evanilson,BRA,Bournemouth,FW,25,"2,058",28,25,10,1,1,1,11.6,1.6,28,24,88,0.44,0.04,0.51,N/a,N/a,N/a,N/a,N/a,43.9,1.27,0.15,13.0,215,70.0,580,75.3,73.0,66.7,23,14,3,0,56,2.45,8,0.35,16,10,N/a,4,10,2,8,0,505,23,50,195,263,116,N/a,N/a,36.8,300,820,17,14,N/a,N/a,358,33,45,17,0,59,39,58,40.2
Ezri Konsa,ENG,Aston Villa,DF,27,"2,666",31,30,1,0,0,0,0.9,0.4,17,77,11,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,33.3,0.10,0.11,9.1,1425,92.8,7947,96.4,95.7,65.5,5,95,1,0,23,0.78,3,0.10,32,17,N/a,4,18,10,8,21,1756,224,826,839,100,20,N/a,N/a,38.9,1021,2561,12,2,N/a,N/a,1223,6,42,0,5,89,31,22,58.5
Fabian Schär,SUI,Newcastle Utd,DF,33,"2,664",31,30,4,0,7,1,2.4,0.4,14,102,18,0.14,0.00,0.08,N/a,N/a,N/a,N/a,N/a,32.3,0.34,0.13,21.2,1518,83.8,11758,92.3,92.7,52.3,5,145,10,0,32,1.08,4,0.14,34,21,N/a,20,37,24,13,41,2111,239,1089,900,133,33,N/a,N/a,16.7,1331,3403,23,2,N/a,N/a,1474,32,12,4,10,125,46,61,43.0
Fabio Carvalho,POR,Brentford,"FW,MF",22,455,19,3,2,1,1,0,2.5,0.7,9,17,23,0.40,0.20,0.49,N/a,N/a,N/a,N/a,N/a,41.7,0.99,0.17,14.7,126,70.8,442,83.0,71.1,38.9,4,11,5,1,10,1.97,1,0.20,13,9,N/a,7,6,1,5,3,247,4,44,91,113,22,N/a,N/a,71.4,137,356,3,0,N/a,N/a,145,5,10,1,10,30,2,6,25.0
Facundo Buonanotte,ARG,Leicester City,"FW,MF",20,"1,474",29,14,4,2,7,0,3.8,3.1,38,52,69,0.24,0.12,0.23,N/a,N/a,N/a,N/a,N/a,29.4,0.61,0.12,17.8,430,76.6,1709,85.7,81.9,48.6,24,40,13,2,50,3.05,4,0.24,53,32,N/a,46,32,6,26,11,850,26,127,436,300,36,N/a,N/a,62.0,465,1321,26,8,N/a,N/a,515,35,33,3,41,77,17,35,32.7
Ferdi Kadioglu,TUR,Brighton,"DF,MF",25,385,6,5,1,0,1,0,0.4,0.2,1,15,27,0.23,0.00,0.10,N/a,N/a,N/a,N/a,N/a,25.0,0.23,0.25,15.1,144,82.3,698,89.0,82.4,64.3,5,10,9,4,13,3.03,2,0.47,10,6,N/a,9,2,2,0,8,231,13,71,91,72,9,N/a,N/a,42.9,124,183,0,0,N/a,N/a,144,5,3,1,9,14,3,1,75.0
Filip Jørgensen,DEN,Chelsea,GK,23,540,6,6,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,158,83.6,1649,100.0,97.5,27.5,0,1,0,0,1,0.17,0,0.00,0,0,N/a,0,0,0,0,0,202,174,201,1,0,0,N/a,N/a,N/a,145,423,0,0,N/a,N/a,139,1,1,0,0,5,0,0,N/a
Flynn Downes,ENG,Southampton,MF,26,"1,881",24,22,1,0,10,0,0.6,1.1,25,63,28,0.05,0.00,0.03,N/a,N/a,N/a,N/a,N/a,30.0,0.14,0.10,18.7,890,90.1,2626,92.7,92.1,68.8,15,54,12,0,30,1.44,2,0.10,44,24,N/a,18,24,6,18,30,1184,77,351,632,210,21,N/a,N/a,46.7,567,1610,21,4,N/a,N/a,840,46,35,0,3,75,14,13,51.9
Fraser Forster,ENG,Tottenham,GK,37,630,7,7,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,168,84.8,2105,98.2,95.6,48.9,0,1,0,0,0,0.00,0,0.00,0,0,N/a,1,0,0,0,0,228,212,228,0,0,0,N/a,N/a,0.0,113,264,0,0,N/a,N/a,94,0,0,0,0,1,1,0,100.0
Gabriel Jesus,BRA,Arsenal,FW,28,608,17,6,3,0,4,0,3.0,0.7,15,19,57,0.44,0.00,0.44,N/a,N/a,N/a,N/a,N/a,35.0,1.04,0.15,11.1,156,76.8,378,80.5,87.2,66.7,8,10,9,1,18,2.66,4,0.59,10,6,N/a,5,10,1,9,4,299,9,28,108,165,48,N/a,N/a,45.5,179,432,6,11,N/a,N/a,217,14,10,9,7,28,9,18,33.3
Gabriel Magalhães,BRA,Arsenal,DF,27,"2,363",28,28,3,1,4,0,2.6,0.9,10,126,11,0.11,0.04,0.10,N/a,N/a,N/a,N/a,N/a,22.7,0.19,0.14,9.5,1480,90.2,7938,96.9,94.2,53.9,13,145,8,0,35,1.33,6,0.23,25,15,N/a,4,42,29,13,16,1873,189,672,985,225,40,N/a,N/a,20.0,1116,2669,22,0,N/a,N/a,1366,19,19,0,9,63,53,37,58.9
Gabriel Martinelli,BRA,Arsenal,"FW,MF",23,"2,041",30,22,7,4,1,0,5.9,4.7,112,47,267,0.31,0.18,0.26,N/a,N/a,N/a,N/a,N/a,42.6,0.88,0.15,13.3,446,71.0,1414,83.5,69.8,49.0,37,11,32,13,66,2.91,6,0.26,20,15,N/a,16,10,0,10,4,889,15,87,229,586,168,N/a,N/a,54.7,597,2355,30,59,N/a,N/a,678,14,20,8,83,72,15,30,33.3
George Hirst,SCO,Ipswich Town,FW,26,493,23,3,3,1,2,0,1.6,0.3,9,13,29,0.55,0.18,0.28,N/a,N/a,N/a,N/a,N/a,50.0,0.91,0.30,11.1,58,55.8,188,66.7,50.0,50.0,4,1,4,0,8,1.45,3,0.54,3,3,N/a,2,1,1,0,2,162,11,23,54,87,23,N/a,N/a,40.0,89,199,2,6,N/a,N/a,138,12,10,2,3,8,30,20,60.0
Georginio Rutter,FRA,Brighton,"MF,FW",23,"1,656",28,19,5,3,2,0,4.6,2.5,42,67,79,0.27,0.16,0.25,N/a,N/a,N/a,N/a,N/a,24.0,0.65,0.10,15.5,237,66.8,1174,77.0,66.7,62.5,19,30,16,1,64,3.47,8,0.43,39,15,N/a,22,20,3,17,10,641,20,83,246,326,79,N/a,N/a,47.9,361,1405,36,16,N/a,N/a,411,34,45,7,9,66,25,46,35.2
Gonçalo Guedes,POR,Wolves,"MF,FW",28,783,26,7,2,4,1,0,2.2,1.1,32,31,60,0.23,0.46,0.26,N/a,N/a,N/a,N/a,N/a,36.8,0.80,0.11,20.0,192,72.7,816,83.8,76.0,44.8,11,13,17,5,23,2.64,8,0.92,14,4,N/a,12,9,0,9,5,375,4,43,165,180,28,N/a,N/a,55.0,230,904,21,5,N/a,N/a,255,14,15,3,17,34,3,11,21.4
Guglielmo Vicario,ITA,Tottenham,GK,28,"2,070",23,23,0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,737,87.6,8468,99.1,97.0,49.1,0,1,0,0,4,0.17,0,0.00,0,0,N/a,0,0,0,0,1,892,599,874,18,0,0,N/a,N/a,0.0,636,1635,0,0,N/a,N/a,577,0,2,0,0,32,9,0,100.0
Guido Rodríguez,ARG,West Ham,MF,31,"1,018",20,14,0,0,5,0,0.2,0.1,2,31,5,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,12.5,0.09,0.00,27.8,419,84.1,2000,87.4,91.4,62.7,3,36,1,0,10,0.88,0,0.00,30,16,N/a,16,21,9,12,12,617,42,196,366,56,2,N/a,N/a,0.0,284,392,5,0,N/a,N/a,354,15,11,1,4,46,8,7,53.3
Hamza Choudhury,BAN,Leicester City,"MF,DF",27,131,4,1,0,0,0,0,0.0,0.4,4,3,6,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,72,85.7,249,94.0,79.3,50.0,2,10,1,1,3,2.05,0,0.00,1,1,N/a,2,4,2,2,5,100,4,19,61,20,3,N/a,N/a,25.0,63,130,2,2,N/a,N/a,71,1,0,0,5,2,0,0,N/a
Harrison Reed,ENG,Fulham,MF,30,109,12,0,0,0,2,0,0.2,0.1,1,4,7,0.00,0.00,0.21,N/a,N/a,N/a,N/a,N/a,66.7,1.65,0.00,21.7,39,70.9,138,87.5,76.5,40.0,1,1,1,0,1,0.89,0,0.00,6,3,N/a,2,1,0,1,1,78,2,11,28,40,5,N/a,N/a,50.0,31,27,1,0,N/a,N/a,38,6,2,0,6,10,1,2,33.3
Harry Winks,ENG,Leicester City,MF,29,"1,538",22,17,0,2,4,0,0.2,1.2,19,101,11,0.00,0.12,0.01,N/a,N/a,N/a,N/a,N/a,40.0,0.23,0.00,29.2,910,87.1,5048,92.2,91.2,57.9,17,110,7,5,39,2.28,3,0.18,24,11,N/a,17,19,7,12,9,1158,49,275,746,151,1,N/a,N/a,66.7,696,1522,13,0,N/a,N/a,827,9,13,0,34,106,8,6,57.1
Harry Wilson,WAL,Fulham,"FW,MF",28,"1,003",22,10,5,1,2,0,3.7,1.1,17,48,83,0.45,0.09,0.33,N/a,N/a,N/a,N/a,N/a,34.4,0.99,0.16,17.3,297,73.9,1248,85.4,78.5,42.9,19,25,13,1,37,3.32,3,0.27,14,9,N/a,6,13,1,12,5,516,9,67,185,273,48,N/a,N/a,41.7,299,693,18,8,N/a,N/a,342,10,20,1,38,50,4,18,18.2
Harry Toffolo,ENG,Nott'ham Forest,DF,29,137,4,1,0,0,1,0,0.0,0.0,0,2,4,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,28.5,47,70.1,304,93.8,62.5,14.3,0,1,0,0,0,0.00,0,0.00,5,3,N/a,1,2,2,0,2,88,9,32,22,34,2,N/a,N/a,N/a,17,23,0,0,N/a,N/a,30,1,0,0,4,2,1,0,100.0
Harry Clarke,ENG,Ipswich Town,DF,24,379,7,4,0,0,3,1,0.1,0.0,5,14,2,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,100.0,0.24,0.00,4.5,190,80.5,1226,91.6,87.5,57.5,1,21,1,0,1,0.24,0,0.00,5,3,N/a,3,5,4,1,4,268,18,100,122,47,2,N/a,N/a,50.0,118,222,7,0,N/a,N/a,163,5,1,0,5,17,10,4,71.4
Harry Amass,ENG,Manchester Utd,DF,18,256,4,3,0,0,0,0,0.0,0.0,9,5,17,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.9,121,82.9,328,93.3,76.9,25.0,1,4,0,0,6,2.11,0,0.00,6,2,N/a,4,6,1,5,2,197,12,69,67,65,4,N/a,N/a,42.9,102,342,6,2,N/a,N/a,101,2,4,1,6,17,5,5,50.0
Harry Maguire,ENG,Manchester Utd,DF,32,"1,539",24,17,1,0,7,0,1.4,0.3,6,43,7,0.06,0.00,0.08,N/a,N/a,N/a,N/a,N/a,41.7,0.29,0.08,7.9,833,85.9,5213,91.8,90.6,57.1,6,43,3,0,17,0.99,0,0.00,26,13,N/a,5,14,12,2,37,1147,137,572,525,65,38,N/a,N/a,60.0,677,1673,7,3,N/a,N/a,739,17,9,1,3,57,52,22,70.3
Harvey Barnes,ENG,Newcastle Utd,FW,27,"1,503",30,14,9,4,0,0,6.6,3.9,80,72,172,0.54,0.24,0.39,N/a,N/a,N/a,N/a,N/a,32.7,1.08,0.16,15.0,420,78.8,1704,87.3,73.5,63.2,23,22,36,8,57,3.40,9,0.54,16,9,N/a,7,7,1,6,6,709,15,84,232,398,109,N/a,N/a,50.0,498,2160,41,44,N/a,N/a,567,11,20,5,41,49,5,14,26.3
Harvey Elliott,ENG,Liverpool,"MF,FW",22,267,15,1,0,1,1,0,0.8,0.9,8,29,25,0.00,0.34,0.28,N/a,N/a,N/a,N/a,N/a,15.4,0.67,0.00,18.0,181,81.5,724,91.6,81.1,68.0,6,18,4,0,15,5.06,2,0.67,4,3,N/a,4,5,1,4,1,257,2,21,115,122,18,N/a,N/a,50.0,147,301,9,5,N/a,N/a,193,0,0,1,10,10,1,2,33.3
Hwang Hee-chan,KOR,Wolves,"MF,FW",29,651,20,5,2,0,0,0,0.8,0.1,15,12,41,0.28,0.00,0.11,N/a,N/a,N/a,N/a,N/a,60.0,0.41,0.40,17.4,159,81.5,395,87.0,85.1,80.0,3,7,4,2,9,1.24,1,0.14,6,4,N/a,4,9,0,9,2,262,9,41,99,124,24,N/a,N/a,85.7,151,426,5,7,N/a,N/a,174,6,8,0,8,27,3,9,25.0
Hákon Rafn Valdimarsson,ISL,Brentford,GK,23,145,2,1,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,46,65.7,1110,100.0,100.0,41.5,0,2,0,0,2,1.24,0,0.00,0,0,N/a,0,0,0,0,0,72,60,71,1,0,0,N/a,N/a,N/a,44,80,0,0,N/a,N/a,36,0,0,0,0,1,1,0,100.0
Ian Maatsen,NED,Aston Villa,DF,23,957,26,8,1,2,2,0,0.8,2.7,27,40,91,0.09,0.19,0.07,N/a,N/a,N/a,N/a,N/a,29.4,0.47,0.06,22.3,530,81.8,2218,88.4,86.5,54.3,18,20,15,3,49,4.60,7,0.66,27,15,N/a,6,11,0,11,15,797,47,216,294,297,41,N/a,N/a,52.2,429,1037,15,11,N/a,N/a,486,9,9,3,48,61,8,6,57.1
Ibrahim Sangaré,CIV,Nott'ham Forest,MF,27,370,10,4,0,1,3,0,0.0,0.4,0,16,3,0.00,0.24,0.00,N/a,N/a,N/a,N/a,N/a,100.0,0.24,0.00,32.0,169,82.0,797,90.5,85.5,55.6,4,18,2,0,6,1.46,0,0.00,19,11,N/a,8,8,3,5,3,261,14,65,158,40,7,N/a,N/a,100.0,101,137,2,0,N/a,N/a,146,11,5,0,0,29,6,9,40.0
Ibrahima Konaté,FRA,Liverpool,DF,25,"2,320",28,27,1,2,5,0,1.7,1.0,21,103,3,0.04,0.08,0.07,N/a,N/a,N/a,N/a,N/a,16.7,0.12,0.06,10.5,1581,90.3,10055,93.7,95.1,55.7,10,125,8,0,30,1.16,7,0.27,36,25,N/a,10,27,15,12,12,2005,211,854,1047,110,22,N/a,N/a,25.0,1184,3160,13,0,N/a,N/a,1454,26,18,0,0,86,72,28,72.0
Idrissa Gana Gueye,SEN,Everton,MF,35,"2,794",34,32,0,3,8,0,1.1,1.7,26,134,24,0.00,0.10,0.03,N/a,N/a,N/a,N/a,N/a,18.5,0.16,0.00,25.2,1116,86.5,5021,90.9,90.7,71.8,19,136,10,3,56,1.80,3,0.10,124,74,N/a,36,45,9,36,44,1640,69,385,943,321,20,N/a,N/a,47.2,781,1611,27,4,N/a,N/a,943,51,41,0,7,180,23,15,60.5
Igor,BRA,Brighton,DF,27,903,12,9,0,0,4,0,0.0,0.2,9,44,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.1,628,92.1,3723,96.5,95.2,71.4,1,35,2,1,11,1.10,0,0.00,4,4,N/a,6,23,14,9,4,764,109,377,353,38,1,N/a,N/a,25.0,497,1782,14,0,N/a,N/a,568,9,6,0,2,40,8,6,57.1
